in:HVAC System Type,in:Plant Performance,in:Outdoor Air Quantity,in:Percent Glazing [%],in:Glazing Performance,in:Lighting Power,in:Avg. Workstation Power [W],in:Roof PV Coverage [%],out:AHU Sizing [CFM/SF],out:Cooling [EUI],out:Heating [EUI],out:Lights/Plug [EUI],out:Fan/Pump [EUI],out:PV [EUI],out:Utility Cost [$/SF-yr],out:Total [EUI]
DOAS,Low,Minimum,0.6,Low,15% Reduced,Low [200W],50,0.25,4.9,16.1,21.8,7.5,-5.3,0.445,45.1
DOAS,Low,Minimum,0.3,High,15% Reduced,Med [300W],50,0.25,4.7,12.7,26.4,7.3,-5.3,0.463,45.9
DOAS,Low,Minimum,0.3,Medium,15% Reduced,Med [300W],50,0.25,4.9,12.7,26.4,7.4,-5.3,0.465,46.2
DOAS,Low,Minimum,0.3,Low,15% Reduced,Med [300W],50,0.25,5.1,12.7,26.4,7.5,-5.3,0.468,46.5
DOAS,Low,Minimum,0.4,High,15% Reduced,Med [300W],50,0.25,4.8,13.5,26.4,7.4,-5.3,0.47,46.9
DOAS,Low,Minimum,0.4,Medium,15% Reduced,Med [300W],50,0.25,5,13.6,26.4,7.5,-5.3,0.474,47.2
DOAS,Low,Minimum,0.4,Low,15% Reduced,Med [300W],50,0.25,5.3,13.6,26.4,7.6,-5.3,0.478,47.6
DOAS,Low,Minimum,0.5,High,15% Reduced,Med [300W],50,0.25,4.9,14.3,26.4,7.4,-5.3,0.478,47.8
DOAS,Low,Minimum,0.5,Medium,15% Reduced,Med [300W],50,0.25,5.1,14.4,26.4,7.5,-5.3,0.482,48.2
DOAS,Low,Minimum,0.5,Low,15% Reduced,Med [300W],50,0.25,5.5,14.5,26.4,7.7,-5.3,0.488,48.8
DOAS,Low,Minimum,0.6,High,15% Reduced,Med [300W],50,0.25,4.9,15.1,26.4,7.5,-5.3,0.486,48.7
DOAS,Low,Minimum,0.6,Medium,15% Reduced,Med [300W],50,0.25,5.2,15.2,26.4,7.6,-5.3,0.49,49.2
DOAS,Low,Minimum,0.6,Low,15% Reduced,Med [300W],50,0.25,5.6,15.3,26.4,7.7,-5.3,0.498,49.9
DOAS,Low,Minimum,0.3,High,15% Reduced,High [400W],50,0.25,5.5,12.2,30.9,7.5,-5.3,0.516,50.9
DOAS,Low,Minimum,0.3,Medium,15% Reduced,High [400W],50,0.25,5.6,12.2,30.9,7.5,-5.3,0.519,51.1
DOAS,Low,Minimum,0.3,Low,15% Reduced,High [400W],50,0.25,5.9,12.2,30.9,7.6,-5.3,0.522,51.4
DOAS,Low,Minimum,0.4,High,15% Reduced,High [400W],50,0.25,5.6,12.9,30.9,7.5,-5.3,0.524,51.8
DOAS,Low,Minimum,0.4,Medium,15% Reduced,High [400W],50,0.25,5.8,13,30.9,7.6,-5.3,0.527,52.1
DOAS,Low,Minimum,0.4,Low,15% Reduced,High [400W],50,0.25,6.1,13.1,30.9,7.7,-5.3,0.532,52.6
DOAS,Low,Minimum,0.5,High,15% Reduced,High [400W],50,0.25,5.6,13.7,30.9,7.6,-5.3,0.531,52.7
DOAS,Low,Minimum,0.5,Medium,15% Reduced,High [400W],50,0.25,5.9,13.9,30.9,7.7,-5.3,0.536,53.1
DOAS,Low,Minimum,0.5,Low,15% Reduced,High [400W],50,0.25,6.3,13.9,30.9,7.8,-5.3,0.542,53.8
DOAS,Low,Minimum,0.6,High,15% Reduced,High [400W],50,0.25,5.7,14.5,30.9,7.6,-5.3,0.538,53.5
DOAS,Low,Minimum,0.6,Medium,15% Reduced,High [400W],50,0.25,6,14.6,30.9,7.8,-5.3,0.544,54.1
DOAS,Low,Minimum,0.6,Low,15% Reduced,High [400W],50,0.25,6.4,14.8,30.9,7.9,-5.3,0.551,54.8
VAV,High,30% increase,0.3,High,15% Reduced,Low [200W],50,1,2.3,8.9,21.8,10.3,-5.3,0.412,38.1
VAV,High,30% increase,0.3,Medium,15% Reduced,Low [200W],50,1.03,2.4,8.8,21.8,10.9,-5.3,0.419,38.8
VAV,High,30% increase,0.3,Low,15% Reduced,Low [200W],50,1.06,2.6,8.7,21.8,11.7,-5.3,0.43,39.8
VAV,High,30% increase,0.4,High,15% Reduced,Low [200W],50,1.18,2.4,9.1,21.8,10.8,-5.3,0.422,39
VAV,High,30% increase,0.4,Medium,15% Reduced,Low [200W],50,1.21,2.6,9.1,21.8,11.5,-5.3,0.431,39.8
VAV,High,30% increase,0.4,Low,15% Reduced,Low [200W],50,1.24,2.9,9.1,21.8,12.4,-5.3,0.443,41
VAV,High,30% increase,0.5,High,15% Reduced,Low [200W],50,1.36,2.5,9.4,21.8,11.3,-5.3,0.431,39.9
VAV,High,30% increase,0.5,Medium,15% Reduced,Low [200W],50,1.39,2.7,9.4,21.8,12,-5.3,0.441,40.8
VAV,High,30% increase,0.5,Low,15% Reduced,Low [200W],50,1.42,3.1,9.4,21.8,13,-5.3,0.454,42
VAV,High,30% increase,0.6,High,15% Reduced,Low [200W],50,1.54,2.7,9.7,21.8,11.7,-5.3,0.44,40.6
VAV,High,30% increase,0.6,Medium,15% Reduced,Low [200W],50,1.57,2.9,9.7,21.8,12.4,-5.3,0.45,41.7
VAV,High,30% increase,0.6,Low,15% Reduced,Low [200W],50,1.6,3.2,9.7,21.8,13.5,-5.3,0.466,43.1
VAV,High,30% increase,0.3,High,15% Reduced,Med [300W],50,1.3,2.6,8.5,26.4,11.9,-5.3,0.477,44.2
VAV,High,30% increase,0.3,Medium,15% Reduced,Med [300W],50,1.33,2.7,8.5,26.4,12.5,-5.3,0.484,44.9
VAV,High,30% increase,0.3,Low,15% Reduced,Med [300W],50,1.36,3,8.4,26.4,13.4,-5.3,0.495,46
VAV,High,30% increase,0.4,High,15% Reduced,Med [300W],50,1.48,2.7,8.8,26.4,12.4,-5.3,0.486,45.1
VAV,High,30% increase,0.4,Medium,15% Reduced,Med [300W],50,1.51,2.9,8.7,26.4,13.2,-5.3,0.496,46
VAV,High,30% increase,0.4,Low,15% Reduced,Med [300W],50,1.54,3.2,8.7,26.4,14.2,-5.3,0.509,47.3
VAV,High,30% increase,0.5,High,15% Reduced,Med [300W],50,1.66,2.8,9,26.4,12.9,-5.3,0.495,46
VAV,High,30% increase,0.5,Medium,15% Reduced,Med [300W],50,1.69,3.1,9.1,26.4,13.7,-5.3,0.506,47
VAV,High,30% increase,0.5,Low,15% Reduced,Med [300W],50,1.72,3.4,9.1,26.4,14.7,-5.3,0.521,48.4
VAV,High,30% increase,0.6,High,15% Reduced,Med [300W],50,1.84,3,9.3,26.4,13.3,-5.3,0.504,46.7
VAV,High,30% increase,0.6,Medium,15% Reduced,Med [300W],50,1.87,3.2,9.4,26.4,14.1,-5.3,0.516,47.9
VAV,High,30% increase,0.6,Low,15% Reduced,Med [300W],50,1.9,3.6,9.5,26.4,15.4,-5.3,0.534,49.6
VAV,High,30% increase,0.3,High,15% Reduced,High [400W],50,1.6,2.9,8.2,30.9,13.8,-5.3,0.544,50.7
VAV,High,30% increase,0.3,Medium,15% Reduced,High [400W],50,1.63,3.1,8.1,30.9,14.4,-5.3,0.552,51.4
VAV,High,30% increase,0.3,Low,15% Reduced,High [400W],50,1.66,3.3,8.1,30.9,15.3,-5.3,0.564,52.4
VAV,High,30% increase,0.4,High,15% Reduced,High [400W],50,1.78,3,8.4,30.9,14.3,-5.3,0.554,51.5
VAV,High,30% increase,0.4,Medium,15% Reduced,High [400W],50,1.81,3.2,8.4,30.9,15,-5.3,0.563,52.4
VAV,High,30% increase,0.4,Low,15% Reduced,High [400W],50,1.84,3.5,8.4,30.9,16.1,-5.3,0.578,53.8
VAV,High,30% increase,0.5,High,15% Reduced,High [400W],50,1.96,3.2,8.7,30.9,14.8,-5.3,0.563,52.4
VAV,High,30% increase,0.5,Medium,15% Reduced,High [400W],50,1.99,3.4,8.8,30.9,15.6,-5.3,0.574,53.4
VAV,High,30% increase,0.5,Low,15% Reduced,High [400W],50,2.02,3.7,8.8,30.9,16.8,-5.3,0.591,55.1
VAV,High,30% increase,0.6,High,15% Reduced,High [400W],50,2.14,3.3,9,30.9,15.2,-5.3,0.572,53.1
VAV,High,30% increase,0.6,Medium,15% Reduced,High [400W],50,2.17,3.5,9.1,30.9,16,-5.3,0.585,54.4
VAV,High,30% increase,0.6,Low,15% Reduced,High [400W],50,2.2,3.9,9.2,30.9,17.5,-5.3,0.605,56.3
DOAS,High,30% increase,0.3,High,15% Reduced,Low [200W],50,0.3,3.9,6.2,21.8,9.3,-5.3,0.39,36
DOAS,High,30% increase,0.3,Medium,15% Reduced,Low [200W],50,0.3,4,6.2,21.8,9.3,-5.3,0.392,36.1
DOAS,High,30% increase,0.3,Low,15% Reduced,Low [200W],50,0.3,4.2,6.2,21.8,9.4,-5.3,0.394,36.4
DOAS,High,30% increase,0.4,High,15% Reduced,Low [200W],50,0.3,3.9,6.5,21.8,9.3,-5.3,0.394,36.4
DOAS,High,30% increase,0.4,Medium,15% Reduced,Low [200W],50,0.3,4.1,6.5,21.8,9.3,-5.3,0.396,36.5
DOAS,High,30% increase,0.4,Low,15% Reduced,Low [200W],50,0.3,4.4,6.5,21.8,9.4,-5.3,0.4,36.9
DOAS,High,30% increase,0.5,High,15% Reduced,Low [200W],50,0.3,4,6.8,21.8,9.3,-5.3,0.398,36.8
DOAS,High,30% increase,0.5,Medium,15% Reduced,Low [200W],50,0.3,4.2,6.8,21.8,9.4,-5.3,0.401,37
DOAS,High,30% increase,0.5,Low,15% Reduced,Low [200W],50,0.3,4.6,6.8,21.8,9.5,-5.3,0.406,37.5
DOAS,High,30% increase,0.6,High,15% Reduced,Low [200W],50,0.3,4.1,7.1,21.8,9.3,-5.3,0.402,37.1
DOAS,High,30% increase,0.6,Medium,15% Reduced,Low [200W],50,0.3,4.3,7.1,21.8,9.4,-5.3,0.406,37.4
DOAS,High,30% increase,0.6,Low,15% Reduced,Low [200W],50,0.3,4.7,7.1,21.8,9.5,-5.3,0.411,38
DOAS,High,30% increase,0.3,High,15% Reduced,Med [300W],50,0.3,4.6,6,26.4,9.4,-5.3,0.445,41.2
DOAS,High,30% increase,0.3,Medium,15% Reduced,Med [300W],50,0.3,4.7,6,26.4,9.4,-5.3,0.447,41.4
DOAS,High,30% increase,0.3,Low,15% Reduced,Med [300W],50,0.3,5,6,26.4,9.5,-5.3,0.45,41.6
DOAS,High,30% increase,0.4,High,15% Reduced,Med [300W],50,0.3,4.7,6.3,26.4,9.4,-5.3,0.449,41.6
DOAS,High,30% increase,0.4,Medium,15% Reduced,Med [300W],50,0.3,4.8,6.3,26.4,9.5,-5.3,0.452,41.8
DOAS,High,30% increase,0.4,Low,15% Reduced,Med [300W],50,0.3,5.1,6.3,26.4,9.6,-5.3,0.456,42.2
DOAS,High,30% increase,0.5,High,15% Reduced,Med [300W],50,0.3,4.7,6.6,26.4,9.5,-5.3,0.453,42
DOAS,High,30% increase,0.5,Medium,15% Reduced,Med [300W],50,0.3,4.9,6.6,26.4,9.5,-5.3,0.456,42.2
DOAS,High,30% increase,0.5,Low,15% Reduced,Med [300W],50,0.3,5.3,6.6,26.4,9.7,-5.3,0.461,42.7
DOAS,High,30% increase,0.6,High,15% Reduced,Med [300W],50,0.3,4.8,6.8,26.4,9.5,-5.3,0.457,42.4
DOAS,High,30% increase,0.6,Medium,15% Reduced,Med [300W],50,0.3,5.1,6.9,26.4,9.6,-5.3,0.461,42.7
DOAS,High,30% increase,0.6,Low,15% Reduced,Med [300W],50,0.3,5.5,6.9,26.4,9.7,-5.3,0.467,43.2
DOAS,High,30% increase,0.3,High,15% Reduced,High [400W],50,0.3,5.4,5.7,30.9,9.5,-5.3,0.5,46.3
DOAS,High,30% increase,0.3,Medium,15% Reduced,High [400W],50,0.3,5.5,5.7,30.9,9.6,-5.3,0.502,46.6
DOAS,High,30% increase,0.3,Low,15% Reduced,High [400W],50,0.3,5.7,5.7,30.9,9.7,-5.3,0.505,46.9
DOAS,High,30% increase,0.4,High,15% Reduced,High [400W],50,0.3,5.4,6,30.9,9.6,-5.3,0.504,46.7
DOAS,High,30% increase,0.4,Medium,15% Reduced,High [400W],50,0.3,5.6,6,30.9,9.6,-5.3,0.507,47
DOAS,High,30% increase,0.4,Low,15% Reduced,High [400W],50,0.3,5.9,6,30.9,9.8,-5.3,0.511,47.5
DOAS,High,30% increase,0.5,High,15% Reduced,High [400W],50,0.3,5.5,6.3,30.9,9.6,-5.3,0.508,47.1
DOAS,High,30% increase,0.5,Medium,15% Reduced,High [400W],50,0.3,5.7,6.3,30.9,9.7,-5.3,0.511,47.4
DOAS,High,30% increase,0.5,Low,15% Reduced,High [400W],50,0.3,6.1,6.3,30.9,9.8,-5.3,0.517,47.9
DOAS,High,30% increase,0.6,High,15% Reduced,High [400W],50,0.3,5.6,6.6,30.9,9.7,-5.3,0.512,47.5
DOAS,High,30% increase,0.6,Medium,15% Reduced,High [400W],50,0.3,5.8,6.6,30.9,9.8,-5.3,0.516,47.9
DOAS,High,30% increase,0.6,Low,15% Reduced,High [400W],50,0.3,6.3,6.6,30.9,9.9,-5.3,0.523,48.5
VAV,High,Minimum,0.3,High,15% Reduced,Low [200W],50,1,2.4,7.6,21.8,10.1,-5.3,0.397,36.6
VAV,High,Minimum,0.3,Medium,15% Reduced,Low [200W],50,1.03,2.5,7.6,21.8,10.5,-5.3,0.403,37.2
VAV,High,Minimum,0.3,Low,15% Reduced,Low [200W],50,1.06,2.7,7.6,21.8,11.1,-5.3,0.412,38.1
VAV,High,Minimum,0.4,High,15% Reduced,Low [200W],50,1.18,2.5,7.9,21.8,10.4,-5.3,0.405,37.4
VAV,High,Minimum,0.4,Medium,15% Reduced,Low [200W],50,1.21,2.7,7.9,21.8,10.8,-5.3,0.412,38.1
VAV,High,Minimum,0.4,Low,15% Reduced,Low [200W],50,1.24,3,8,21.8,11.6,-5.3,0.423,39.1
VAV,High,Minimum,0.5,High,15% Reduced,Low [200W],50,1.36,2.6,8.2,21.8,10.7,-5.3,0.413,38.2
VAV,High,Minimum,0.5,Medium,15% Reduced,Low [200W],50,1.39,2.8,8.3,21.8,11.1,-5.3,0.421,38.9
VAV,High,Minimum,0.5,Low,15% Reduced,Low [200W],50,1.42,3.1,8.3,21.8,12.1,-5.3,0.434,40.1
VAV,High,Minimum,0.6,High,15% Reduced,Low [200W],50,1.54,2.8,8.6,21.8,10.9,-5.3,0.42,38.9
VAV,High,Minimum,0.6,Medium,15% Reduced,Low [200W],50,1.57,3,8.6,21.8,11.5,-5.3,0.43,39.7
VAV,High,Minimum,0.6,Low,15% Reduced,Low [200W],50,1.6,3.3,8.7,21.8,12.7,-5.3,0.446,41.3
VAV,High,Minimum,0.3,High,15% Reduced,Med [300W],50,1.3,2.7,7.2,26.4,11.7,-5.3,0.461,42.8
VAV,High,Minimum,0.3,Medium,15% Reduced,Med [300W],50,1.33,2.8,7.2,26.4,12.1,-5.3,0.468,43.3
VAV,High,Minimum,0.3,Low,15% Reduced,Med [300W],50,1.36,3.1,7.2,26.4,12.7,-5.3,0.477,44.2
VAV,High,Minimum,0.4,High,15% Reduced,Med [300W],50,1.48,2.8,7.5,26.4,12,-5.3,0.47,43.5
VAV,High,Minimum,0.4,Medium,15% Reduced,Med [300W],50,1.51,3,7.6,26.4,12.5,-5.3,0.477,44.3
VAV,High,Minimum,0.4,Low,15% Reduced,Med [300W],50,1.54,3.3,7.6,26.4,13.3,-5.3,0.49,45.5
VAV,High,Minimum,0.5,High,15% Reduced,Med [300W],50,1.66,2.9,7.9,26.4,12.3,-5.3,0.477,44.3
VAV,High,Minimum,0.5,Medium,15% Reduced,Med [300W],50,1.69,3.1,8,26.4,12.9,-5.3,0.487,45.2
VAV,High,Minimum,0.5,Low,15% Reduced,Med [300W],50,1.72,3.5,8,26.4,13.9,-5.3,0.502,46.5
VAV,High,Minimum,0.6,High,15% Reduced,Med [300W],50,1.84,3.1,8.2,26.4,12.5,-5.3,0.485,45
VAV,High,Minimum,0.6,Medium,15% Reduced,Med [300W],50,1.87,3.3,8.3,26.4,13.2,-5.3,0.496,46
VAV,High,Minimum,0.6,Low,15% Reduced,Med [300W],50,1.9,3.7,8.4,26.4,14.5,-5.3,0.514,47.7
VAV,High,Minimum,0.3,High,15% Reduced,High [400W],50,1.6,3,6.9,30.9,13.5,-5.3,0.528,49
VAV,High,Minimum,0.3,Medium,15% Reduced,High [400W],50,1.63,3.1,6.9,30.9,13.9,-5.3,0.535,49.7
VAV,High,Minimum,0.3,Low,15% Reduced,High [400W],50,1.66,3.4,6.9,30.9,14.6,-5.3,0.545,50.7
VAV,High,Minimum,0.4,High,15% Reduced,High [400W],50,1.78,3.1,7.2,30.9,13.8,-5.3,0.537,49.9
VAV,High,Minimum,0.4,Medium,15% Reduced,High [400W],50,1.81,3.3,7.3,30.9,14.3,-5.3,0.545,50.6
VAV,High,Minimum,0.4,Low,15% Reduced,High [400W],50,1.84,3.6,7.4,30.9,15.3,-5.3,0.559,51.9
VAV,High,Minimum,0.5,High,15% Reduced,High [400W],50,1.96,3.3,7.5,30.9,14.1,-5.3,0.545,50.6
VAV,High,Minimum,0.5,Medium,15% Reduced,High [400W],50,1.99,3.5,7.7,30.9,14.7,-5.3,0.555,51.6
VAV,High,Minimum,0.5,Low,15% Reduced,High [400W],50,2.02,3.8,7.8,30.9,15.9,-5.3,0.571,53.1
VAV,High,Minimum,0.6,High,15% Reduced,High [400W],50,2.14,3.4,7.9,30.9,14.4,-5.3,0.553,51.4
VAV,High,Minimum,0.6,Medium,15% Reduced,High [400W],50,2.17,3.6,8,30.9,15.2,-5.3,0.565,52.6
VAV,High,Minimum,0.6,Low,15% Reduced,High [400W],50,2.2,4,8.2,30.9,16.5,-5.3,0.585,54.4
DOAS,High,Minimum,0.3,High,15% Reduced,Low [200W],50,0.25,4,4.8,21.8,7.2,-5.3,0.355,32.6
DOAS,High,Minimum,0.3,Medium,15% Reduced,Low [200W],50,0.25,4.1,4.8,21.8,7.2,-5.3,0.357,32.8
DOAS,High,Minimum,0.3,Low,15% Reduced,Low [200W],50,0.25,4.3,4.8,21.8,7.3,-5.3,0.36,33.1
DOAS,High,Minimum,0.4,High,15% Reduced,Low [200W],50,0.25,4,5.1,21.8,7.2,-5.3,0.359,33.1
DOAS,High,Minimum,0.4,Medium,15% Reduced,Low [200W],50,0.25,4.2,5.2,21.8,7.3,-5.3,0.362,33.3
DOAS,High,Minimum,0.4,Low,15% Reduced,Low [200W],50,0.25,4.5,5.2,21.8,7.4,-5.3,0.366,33.7
DOAS,High,Minimum,0.5,High,15% Reduced,Low [200W],50,0.25,4.1,5.4,21.8,7.3,-5.3,0.363,33.4
DOAS,High,Minimum,0.5,Medium,15% Reduced,Low [200W],50,0.25,4.3,5.5,21.8,7.3,-5.3,0.367,33.7
DOAS,High,Minimum,0.5,Low,15% Reduced,Low [200W],50,0.25,4.7,5.5,21.8,7.5,-5.3,0.372,34.2
DOAS,High,Minimum,0.6,High,15% Reduced,Low [200W],50,0.25,4.2,5.7,21.8,7.3,-5.3,0.368,33.8
DOAS,High,Minimum,0.6,Medium,15% Reduced,Low [200W],50,0.25,4.4,5.8,21.8,7.4,-5.3,0.371,34.3
DOAS,High,Minimum,0.6,Low,15% Reduced,Low [200W],50,0.25,4.9,5.8,21.8,7.5,-5.3,0.378,34.8
DOAS,High,Minimum,0.3,High,15% Reduced,Med [300W],50,0.25,4.7,4.6,26.4,7.3,-5.3,0.409,37.8
DOAS,High,Minimum,0.3,Medium,15% Reduced,Med [300W],50,0.25,4.9,4.6,26.4,7.4,-5.3,0.411,38
DOAS,High,Minimum,0.3,Low,15% Reduced,Med [300W],50,0.25,5.1,4.6,26.4,7.5,-5.3,0.415,38.3
DOAS,High,Minimum,0.4,High,15% Reduced,Med [300W],50,0.25,4.8,4.9,26.4,7.4,-5.3,0.414,38.3
DOAS,High,Minimum,0.4,Medium,15% Reduced,Med [300W],50,0.25,5,4.9,26.4,7.5,-5.3,0.417,38.5
DOAS,High,Minimum,0.4,Low,15% Reduced,Med [300W],50,0.25,5.3,4.9,26.4,7.6,-5.3,0.421,38.9
DOAS,High,Minimum,0.5,High,15% Reduced,Med [300W],50,0.25,4.9,5.2,26.4,7.4,-5.3,0.418,38.6
DOAS,High,Minimum,0.5,Medium,15% Reduced,Med [300W],50,0.25,5.1,5.2,26.4,7.5,-5.3,0.422,39
DOAS,High,Minimum,0.5,Low,15% Reduced,Med [300W],50,0.25,5.5,5.2,26.4,7.7,-5.3,0.427,39.5
DOAS,High,Minimum,0.6,High,15% Reduced,Med [300W],50,0.25,4.9,5.4,26.4,7.5,-5.3,0.422,39
DOAS,High,Minimum,0.6,Medium,15% Reduced,Med [300W],50,0.25,5.2,5.5,26.4,7.6,-5.3,0.426,39.4
DOAS,High,Minimum,0.6,Low,15% Reduced,Med [300W],50,0.25,5.6,5.5,26.4,7.7,-5.3,0.433,40
DOAS,High,Minimum,0.3,High,15% Reduced,High [400W],50,0.25,5.5,4.4,30.9,7.5,-5.3,0.465,43.1
DOAS,High,Minimum,0.3,Medium,15% Reduced,High [400W],50,0.25,5.6,4.4,30.9,7.5,-5.3,0.467,43.3
DOAS,High,Minimum,0.3,Low,15% Reduced,High [400W],50,0.25,5.9,4.4,30.9,7.6,-5.3,0.471,43.6
DOAS,High,Minimum,0.4,High,15% Reduced,High [400W],50,0.25,5.6,4.7,30.9,7.5,-5.3,0.469,43.5
DOAS,High,Minimum,0.4,Medium,15% Reduced,High [400W],50,0.25,5.8,4.7,30.9,7.6,-5.3,0.472,43.7
DOAS,High,Minimum,0.4,Low,15% Reduced,High [400W],50,0.25,6.1,4.7,30.9,7.7,-5.3,0.477,44.2
DOAS,High,Minimum,0.5,High,15% Reduced,High [400W],50,0.25,5.6,4.9,30.9,7.6,-5.3,0.473,43.9
DOAS,High,Minimum,0.5,Medium,15% Reduced,High [400W],50,0.25,5.9,5,30.9,7.7,-5.3,0.477,44.3
DOAS,High,Minimum,0.5,Low,15% Reduced,High [400W],50,0.25,6.3,5,30.9,7.8,-5.3,0.484,44.8
DOAS,High,Minimum,0.6,High,15% Reduced,High [400W],50,0.25,5.7,5.2,30.9,7.6,-5.3,0.478,44.2
DOAS,High,Minimum,0.6,Medium,15% Reduced,High [400W],50,0.25,6,5.3,30.9,7.8,-5.3,0.482,44.7
DOAS,High,Minimum,0.6,Low,15% Reduced,High [400W],50,0.25,6.4,5.3,30.9,7.9,-5.3,0.489,45.4
VAV,Low,30% increase,0.3,High,30% Reduced,Low [200W],50,1,2.3,24.6,20.8,10.3,-5.3,0.516,52.7
VAV,Low,30% increase,0.3,Medium,30% Reduced,Low [200W],50,1.03,2.4,24.5,20.8,10.9,-5.3,0.522,53.4
VAV,Low,30% increase,0.3,Low,30% Reduced,Low [200W],50,1.06,2.6,24.3,20.8,11.7,-5.3,0.532,54.2
VAV,Low,30% increase,0.4,High,30% Reduced,Low [200W],50,1.18,2.4,25.3,20.8,10.8,-5.3,0.528,54.1
VAV,Low,30% increase,0.4,Medium,30% Reduced,Low [200W],50,1.21,2.6,25.3,20.8,11.5,-5.3,0.537,54.9
VAV,Low,30% increase,0.4,Low,30% Reduced,Low [200W],50,1.24,2.9,25.2,20.8,12.4,-5.3,0.549,56
VAV,Low,30% increase,0.5,High,30% Reduced,Low [200W],50,1.36,2.5,26.1,20.8,11.3,-5.3,0.541,55.5
VAV,Low,30% increase,0.5,Medium,30% Reduced,Low [200W],50,1.39,2.7,26.1,20.8,12,-5.3,0.55,56.4
VAV,Low,30% increase,0.5,Low,30% Reduced,Low [200W],50,1.42,3.1,26.1,20.8,13,-5.3,0.564,57.7
VAV,Low,30% increase,0.6,High,30% Reduced,Low [200W],50,1.54,2.7,26.9,20.8,11.7,-5.3,0.552,56.7
VAV,Low,30% increase,0.6,Medium,30% Reduced,Low [200W],50,1.57,2.9,27,20.8,12.4,-5.3,0.563,57.8
VAV,Low,30% increase,0.6,Low,30% Reduced,Low [200W],50,1.6,3.2,27.1,20.8,13.5,-5.3,0.579,59.3
VAV,Low,30% increase,0.3,High,30% Reduced,Med [300W],50,1.3,2.6,23.6,25.4,11.9,-5.3,0.576,58.2
VAV,Low,30% increase,0.3,Medium,30% Reduced,Med [300W],50,1.33,2.7,23.5,25.4,12.5,-5.3,0.583,58.8
VAV,Low,30% increase,0.3,Low,30% Reduced,Med [300W],50,1.36,3,23.3,25.4,13.4,-5.3,0.593,59.8
VAV,Low,30% increase,0.4,High,30% Reduced,Med [300W],50,1.48,2.7,24.3,25.4,12.4,-5.3,0.589,59.6
VAV,Low,30% increase,0.4,Medium,30% Reduced,Med [300W],50,1.51,2.9,24.3,25.4,13.2,-5.3,0.598,60.4
VAV,Low,30% increase,0.4,Low,30% Reduced,Med [300W],50,1.54,3.2,24.2,25.4,14.2,-5.3,0.611,61.7
VAV,Low,30% increase,0.5,High,30% Reduced,Med [300W],50,1.66,2.8,25.1,25.4,12.9,-5.3,0.601,60.9
VAV,Low,30% increase,0.5,Medium,30% Reduced,Med [300W],50,1.69,3.1,25.2,25.4,13.7,-5.3,0.612,62
VAV,Low,30% increase,0.5,Low,30% Reduced,Med [300W],50,1.72,3.4,25.3,25.4,14.7,-5.3,0.627,63.5
VAV,Low,30% increase,0.6,High,30% Reduced,Med [300W],50,1.84,3,25.9,25.4,13.3,-5.3,0.613,62.2
VAV,Low,30% increase,0.6,Medium,30% Reduced,Med [300W],50,1.87,3.2,26.1,25.4,14.1,-5.3,0.625,63.5
VAV,Low,30% increase,0.6,Low,30% Reduced,Med [300W],50,1.9,3.6,26.3,25.4,15.4,-5.3,0.644,65.3
VAV,Low,30% increase,0.3,High,30% Reduced,High [400W],50,1.6,2.9,22.7,29.9,13.8,-5.3,0.64,64.1
VAV,Low,30% increase,0.3,Medium,30% Reduced,High [400W],50,1.63,3.1,22.6,29.9,14.4,-5.3,0.647,64.7
VAV,Low,30% increase,0.3,Low,30% Reduced,High [400W],50,1.66,3.3,22.5,29.9,15.3,-5.3,0.658,65.7
VAV,Low,30% increase,0.4,High,30% Reduced,High [400W],50,1.78,3,23.4,29.9,14.3,-5.3,0.652,65.4
VAV,Low,30% increase,0.4,Medium,30% Reduced,High [400W],50,1.81,3.2,23.4,29.9,15,-5.3,0.662,66.2
VAV,Low,30% increase,0.4,Low,30% Reduced,High [400W],50,1.84,3.5,23.5,29.9,16.1,-5.3,0.677,67.7
VAV,Low,30% increase,0.5,High,30% Reduced,High [400W],50,1.96,3.2,24.2,29.9,14.8,-5.3,0.664,66.8
VAV,Low,30% increase,0.5,Medium,30% Reduced,High [400W],50,1.99,3.4,24.3,29.9,15.6,-5.3,0.676,67.9
VAV,Low,30% increase,0.5,Low,30% Reduced,High [400W],50,2.02,3.7,24.5,29.9,16.8,-5.3,0.694,69.7
VAV,Low,30% increase,0.6,High,30% Reduced,High [400W],50,2.14,3.3,25,29.9,15.2,-5.3,0.677,68
VAV,Low,30% increase,0.6,Medium,30% Reduced,High [400W],50,2.17,3.5,25.3,29.9,16,-5.3,0.691,69.5
VAV,Low,30% increase,0.6,Low,30% Reduced,High [400W],50,2.2,3.9,25.6,29.9,17.5,-5.3,0.712,71.6
DOAS,Low,30% increase,0.3,High,30% Reduced,Low [200W],50,0.3,3.9,17.3,20.8,9.3,-5.3,0.463,45.9
DOAS,Low,30% increase,0.3,Medium,30% Reduced,Low [200W],50,0.3,4,17.3,20.8,9.3,-5.3,0.464,46
DOAS,Low,30% increase,0.3,Low,30% Reduced,Low [200W],50,0.3,4.2,17.2,20.8,9.4,-5.3,0.467,46.2
DOAS,Low,30% increase,0.4,High,30% Reduced,Low [200W],50,0.3,3.9,18.1,20.8,9.3,-5.3,0.47,46.9
